9 47.5139
19 23.6945
29 15.0106
39 10.7415
49 8.27014
59 6.92675
69 5.74872
79 4.96021
89 4.30994
99 3.75853
109 3.30548
119 2.93105
129 2.65241
139 2.43273
149 2.24285
159 2.08334
169 1.94023
179 1.83239
189 1.74285
199 1.6522
209 1.57231
219 1.51382
229 1.44863
239 1.37601
249 1.31743
259 1.27079
269 1.21357
279 1.17109
289 1.13373
299 1.09438
309 1.05996
319 1.02482
329 0.983693
339 0.944572
349 0.911841
359 0.882238
369 0.856978
379 0.838803
389 0.820123
399 0.803392
409 0.779843
419 0.757336
429 0.742662
439 0.731231
449 0.715133
459 0.702307
469 0.691299
479 0.675975
489 0.662202
499 0.652081
509 0.643897
519 0.634106
529 0.622218
539 0.611152
549 0.597224
559 0.583767
569 0.568935
579 0.557965
589 0.547591
599 0.536163
609 0.526784
619 0.520375
629 0.515033
639 0.507119
649 0.496812
659 0.489356
669 0.481853
679 0.469985
689 0.457566
699 0.449238
709 0.441824
719 0.43504
729 0.428943
739 0.425176
749 0.422135
759 0.416475
769 0.410581
779 0.406438
789 0.403712
799 0.39846
809 0.392822
819 0.384751
829 0.37871
839 0.372926
849 0.365816
859 0.359493
869 0.354495
879 0.349321
889 0.344743
899 0.339977
909 0.337214
919 0.336269
929 0.334705
939 0.33113
949 0.327221
959 0.323982
969 0.322969
979 0.322164
989 0.320512
999 0.317668
1009 0.314382
1019 0.31159
1029 0.308491
1039 0.305219
1049 0.301033
1059 0.296633
1069 0.292049
1079 0.2889
1089 0.285194
1099 0.282213
1109 0.280861
1119 0.279158
1129 0.27594
1139 0.272962
1149 0.269802
1159 0.268626
1169 0.268151
1179 0.266713
1189 0.265221
1199 0.262104
1209 0.258989
1219 0.255928
1229 0.252637
1239 0.250335
1249 0.24746
1259 0.244582
1269 0.242484
1279 0.241753
1289 0.241396
1299 0.240137
1309 0.237701
1319 0.235349
1329 0.234711
1339 0.233447
1349 0.23204
1359 0.230317
1369 0.229293
1379 0.228546
1389 0.227716
1399 0.227184
1409 0.224974
1419 0.221855
1429 0.21904
1439 0.216969
1449 0.215238
1459 0.213155
1469 0.210828
1479 0.209045
1489 0.208496
1499 0.207453
1509 0.206227
1519 0.204541
1529 0.202894
1539 0.201901
1549 0.200355
1559 0.198396
1569 0.197084
1579 0.195838
1589 0.194356
1599 0.193604
1609 0.193087
1619 0.192013
1629 0.190249
1639 0.187558
1649 0.185825
1659 0.184736
1669 0.184653
1679 0.184222
1689 0.182955
