9 45.914
19 23.4489
29 15.3222
39 10.8429
49 8.72978
59 7.08349
69 5.94972
79 5.16438
89 4.52929
99 4.01114
109 3.44647
119 3.02988
129 2.71684
139 2.45489
149 2.18589
159 1.92265
169 1.80452
179 1.70362
189 1.62066
199 1.53949
209 1.45258
219 1.36858
229 1.30227
239 1.23735
249 1.18871
259 1.14104
269 1.08691
279 1.04291
289 1.00368
299 0.962496
309 0.939272
319 0.916488
329 0.889374
339 0.86306
349 0.83513
359 0.801941
369 0.766585
379 0.746467
389 0.718203
399 0.703269
409 0.691163
419 0.67395
429 0.657571
439 0.643227
449 0.630909
459 0.618814
469 0.60151
479 0.583163
489 0.556329
499 0.54063
509 0.531865
519 0.528112
529 0.526066
539 0.518521
549 0.507879
559 0.495672
569 0.487936
579 0.481235
589 0.471861
599 0.466794
609 0.458206
619 0.448414
629 0.435676
639 0.429871
649 0.422697
659 0.414298
669 0.409044
679 0.403057
689 0.397055
699 0.387878
709 0.384699
719 0.386953
729 0.388658
739 0.387221
749 0.382423
759 0.372874
769 0.360137
779 0.352304
789 0.345415
799 0.341032
809 0.339697
819 0.332156
829 0.330156
839 0.326759
849 0.322323
859 0.321902
869 0.320606
879 0.320737
889 0.317398
899 0.310175
909 0.302355
919 0.298571
929 0.29563
939 0.290821
949 0.287269
959 0.282684
969 0.281081
979 0.279456
989 0.277434
999 0.275015
1009 0.272125
1019 0.273035
1029 0.271619
1039 0.269879
1049 0.266841
1059 0.263618
1069 0.258191
1079 0.253388
1089 0.249135
1099 0.247414
1109 0.245741
1119 0.243572
1129 0.243253
1139 0.24289
1149 0.242257
1159 0.242859
1169 0.241374
1179 0.237177
1189 0.23333
1199 0.229067
1209 0.225949
1219 0.22483
1229 0.224064
1239 0.223005
1249 0.221388
1259 0.21743
1269 0.215308
1279 0.215119
1289 0.214599
1299 0.212588
1309 0.212924
1319 0.212674
1329 0.21094
1339 0.207782
1349 0.204205
1359 0.201537
1369 0.198365
1379 0.196723
1389 0.196109
1399 0.195916
1409 0.19672
1419 0.197528
1429 0.197431
1439 0.196406
1449 0.195146
1459 0.192192
1469 0.189598
1479 0.185589
1489 0.183538
1499 0.182188
1509 0.182076
1519 0.181287
1529 0.179766
1539 0.177927
1549 0.176489
1559 0.176474
1569 0.176239
1579 0.175891
1589 0.175433
1599 0.175667
1609 0.175221
1619 0.173829
1629 0.171461
